id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
146,20,RL,73.0,9300,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,0,3,697.0,1,0.0,571.0,1268.0,GasA,3,1,SBrkr,1264,0,0,1.0,0.0,1,0,3,1,3,6,8,2,4,Attchd,1,2.0,461.0,3,3,2,0,0,0,0,143,0,0,no,no,0,4,2010,WD ,167500
809,90,RL,64.0,7018,Pave,no,4,Bnk,4,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,3,6,1086.0,1,0.0,0.0,1086.0,GasA,3,1,SBrkr,1224,0,0,2.0,0.0,0,2,2,2,3,6,8,2,3,Detchd,1,2.0,528.0,3,3,2,120,0,0,0,0,0,0,no,no,0,6,2009,WD ,153337
767,70,RH,54.0,6629,Pave,no,4,Lvl,4,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,4,BrkTil,3,3,0,4,551.0,1,0.0,121.0,672.0,GasA,3,0,SBrkr,697,672,0,1.0,0.0,2,0,3,1,3,6,8,0,0,Detchd,1,1.0,300.0,3,3,2,147,0,0,0,0,0,0,no,no,0,7,2009,WD ,103600
262,20,RL,75.0,10650,Pave,no,4,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,no,0.0,3,3,CBlock,3,4,3,2,182.0,5,712.0,0.0,894.0,GasA,3,1,SBrkr,894,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1,1.0,308.0,3,3,2,365,0,0,0,0,0,0,MnPrv,no,0,2,2010,WD ,128200
101,160,FV,0.0,2117,Pave,no,4,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,0,6,378.0,1,0.0,378.0,756.0,GasA,5,1,SBrkr,769,804,0,0.0,0.0,2,1,3,1,4,5,8,0,0,Detchd,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,no,no,0,6,2010,WD ,177500
48,60,RL,105.0,13650,Pave,no,4,Lvl,4,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,2,6,578.0,1,0.0,1093.0,1671.0,GasA,5,1,SBrkr,1687,563,0,1.0,0.0,2,1,3,1,4,7,8,1,5,Attchd,3,3.0,756.0,3,3,2,238,130,0,0,0,0,0,no,no,0,6,2010,WD ,320000
489,60,RL,42.0,8433,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,PConc,4,3,0,6,683.0,1,0.0,111.0,794.0,GasA,5,1,SBrkr,819,695,0,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,3,2.0,394.0,3,3,2,0,72,0,0,0,0,0,no,no,0,6,2009,WD ,190000
2369,160,RM,21.0,1680,Pave,no,4,Lvl,4,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,672.0,672.0,GasA,3,1,SBrkr,672,546,0,0.0,0.0,1,1,3,1,3,7,8,0,0,no,0,0.0,0.0,0,0,0,201,0,0,0,0,0,0,no,no,0,4,2006,WD ,91500
707,190,RM,50.0,6000,Pave,no,4,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,811.0,811.0,GasA,3,1,FuseA,811,576,0,0.0,0.0,2,0,3,2,4,7,8,0,0,BuiltIn,1,1.0,256.0,3,3,2,0,0,0,0,0,0,0,no,no,0,11,2009,WD ,93000
1556,70,C,50.0,8500,Pave,Pave,4,Lvl,4,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,no,0.0,3,2,BrkTil,3,3,0,1,0.0,1,0.0,649.0,649.0,GasA,3,0,SBrkr,649,668,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1,1.0,250.0,3,2,0,0,54,172,0,0,0,0,MnPrv,no,0,7,2008,WD ,40000
2034,70,RM,60.0,6882,Pave,no,4,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,684.0,684.0,GasA,3,1,SBrkr,773,582,0,0.0,0.0,1,1,3,1,4,7,8,0,0,no,0,0.0,0.0,0,0,2,136,0,115,0,0,0,0,no,no,0,3,2007,WD ,127000
308,30,C,66.0,8712,Grvl,no,4,Lvl,4,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,2,2,CBlock,3,3,0,1,0.0,1,0.0,756.0,756.0,GasA,4,1,SBrkr,952,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,2,1.0,330.0,3,3,0,0,0,265,0,0,0,0,no,no,0,6,2010,WD ,50138
2176,20,RL,0.0,7917,Pave,no,3,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,0,4,751.0,1,0.0,392.0,1143.0,GasA,3,1,SBrkr,1113,0,0,1.0,0.0,1,1,3,1,3,6,8,1,2,Attchd,2,1.0,504.0,3,4,2,370,30,0,0,0,0,0,GdPrv,no,0,5,2007,WD ,148000
1549,30,RM,71.0,6900,Pave,no,4,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,CBlock,3,3,0,5,403.0,3,125.0,212.0,740.0,GasA,5,1,SBrkr,778,0,0,0.0,0.0,1,0,2,1,3,4,8,1,4,Detchd,3,1.0,924.0,5,5,2,0,25,0,0,0,0,0,no,no,0,2,2008,WD ,120500
909,50,RL,60.0,9900,Pave,no,4,Lvl,4,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,778.0,778.0,GasA,3,1,SBrkr,944,545,0,0.0,0.0,2,0,3,1,3,7,8,1,4,Detchd,1,1.0,240.0,3,3,2,335,0,0,0,0,0,0,GdWo,no,0,7,2009,WD ,139500
892,20,RL,86.0,13286,Pave,no,3,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,0,6,1234.0,1,0.0,464.0,1698.0,GasA,5,1,SBrkr,1698,0,0,1.0,0.0,2,0,3,1,5,8,8,1,4,Attchd,3,3.0,768.0,3,3,2,327,64,0,0,0,0,0,no,no,0,2,2009,WD ,320000
2045,70,RL,107.0,12888,Pave,no,4,Bnk,4,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,4,CBlock,3,3,0,5,288.0,1,0.0,717.0,1005.0,GasA,3,1,SBrkr,1262,1005,0,1.0,0.0,1,1,3,1,3,7,8,2,4,Attchd,3,2.0,498.0,3,3,2,521,0,0,0,0,0,0,no,no,0,4,2007,WD ,219000
2927,20,RL,0.0,8885,Pave,no,3,Low,4,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,no,0.0,3,3,CBlock,4,3,3,4,301.0,5,324.0,239.0,864.0,GasA,3,1,SBrkr,902,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1,2.0,484.0,3,3,2,164,0,0,0,0,0,0,MnPrv,no,0,6,2006,WD ,131000
1732,60,RL,62.0,8857,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,738.0,738.0,GasA,5,1,SBrkr,738,757,0,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2,2.0,440.0,3,3,2,100,30,0,0,0,0,0,no,no,0,3,2007,New,171925
998,20,RL,53.0,14137,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,no,0.0,4,3,PConc,4,3,0,6,450.0,1,0.0,898.0,1348.0,GasA,4,1,SBrkr,1384,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,1,2.0,404.0,3,3,2,0,39,0,0,0,0,0,no,no,0,11,2008,WD ,177900
2203,70,RL,53.0,6720,Pave,no,4,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,585.0,585.0,GasA,3,0,SBrkr,851,585,0,0.0,0.0,1,0,3,1,3,7,8,1,4,Detchd,1,1.0,228.0,3,3,2,184,0,0,0,0,0,0,no,no,0,4,2007,CWD,141500
356,60,RL,60.0,7500,Pave,no,4,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,476.0,1,0.0,476.0,952.0,GasA,4,1,SBrkr,952,684,0,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,3,2.0,440.0,3,3,2,0,84,0,0,0,0,0,no,no,0,10,2009,WD ,191000
2475,20,RL,63.0,13072,Pave,no,4,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,PConc,4,3,0,5,941.0,1,0.0,217.0,1158.0,GasA,5,1,SBrkr,1158,0,0,1.0,0.0,1,1,3,1,4,5,8,0,0,Detchd,1,2.0,576.0,3,3,2,0,50,0,0,0,0,0,no,no,0,5,2006,New,158000
2264,20,RL,67.0,10656,Pave,no,3,HLS,4,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1638.0,1638.0,GasA,5,1,SBrkr,1646,0,0,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2,3.0,870.0,3,3,2,192,80,0,0,0,0,0,no,no,0,11,2007,New,248900
2201,50,RL,60.0,7200,Pave,no,4,Lvl,4,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd_Sdng,Wd_Sdng,BrkFace,252.0,3,3,BrkTil,4,3,0,5,569.0,1,0.0,162.0,731.0,GasA,5,1,SBrkr,981,787,0,1.0,0.0,1,1,3,1,4,7,8,2,3,Detchd,1,1.0,240.0,3,3,2,0,0,264,0,0,0,0,MnPrv,no,0,6,2007,WD ,175000
2545,190,RL,80.0,8800,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,no,0.0,3,4,PConc,3,3,1,5,901.0,4,252.0,34.0,1187.0,GasA,5,1,SBrkr,1565,0,0,1.0,0.0,2,0,3,1,4,7,7,2,3,Attchd,2,1.0,299.0,3,3,2,200,25,211,0,0,0,0,MnPrv,Shed,460,6,2006,WD ,185900
2660,75,RM,60.0,10800,Pave,no,4,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,3,BrkTil,4,3,1,3,390.0,1,0.0,490.0,880.0,GasW,2,0,SBrkr,880,888,0,0.0,0.0,1,1,2,1,3,6,8,2,3,Detchd,1,2.0,320.0,3,3,0,0,341,0,0,0,0,0,no,no,0,10,2006,WD ,163000
2882,190,C,50.0,9000,Pave,no,4,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd_Shng,no,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,660.0,660.0,GasA,3,0,SBrkr,1060,336,0,0.0,0.0,2,0,4,2,3,8,6,0,0,no,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,no,no,0,10,2006,WD ,115000
1379,80,RL,80.0,13014,Pave,no,4,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,1,0.0,480.0,1008.0,GasA,3,1,SBrkr,1096,0,0,1.0,0.0,1,0,3,1,3,6,8,1,2,Attchd,1,2.0,484.0,3,3,2,168,0,0,0,0,0,0,no,no,0,12,2008,WD ,157500
491,60,RL,0.0,15896,Pave,no,2,Lvl,4,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,0,5,913.0,1,0.0,264.0,1177.0,GasA,5,1,SBrkr,1223,1089,0,1.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,3,3.0,658.0,3,3,2,298,0,0,0,0,0,0,no,no,0,5,2009,WD ,245000
1002,120,RL,41.0,5395,Pave,no,3,HLS,4,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,no,0.0,4,3,PConc,4,3,0,6,733.0,1,0.0,604.0,1337.0,GasA,4,1,SBrkr,1337,0,0,1.0,0.0,2,0,2,1,4,5,8,1,3,Attchd,2,2.0,462.0,3,3,2,96,0,70,168,0,0,0,no,no,0,10,2008,WD ,180000
1848,160,FV,0.0,5105,Pave,no,2,Lvl,4,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,no,0.0,4,3,PConc,4,3,0,6,239.0,1,0.0,312.0,551.0,GasA,5,1,SBrkr,551,551,0,0.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,1,2.0,480.0,3,3,2,0,60,0,0,0,0,0,no,no,0,3,2007,WD ,148800
1455,60,RL,75.0,9473,Pave,no,4,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,804.0,1,0.0,324.0,1128.0,GasA,5,1,SBrkr,1128,903,0,1.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2,2.0,577.0,3,3,2,0,211,0,0,0,0,0,no,no,0,3,2008,WD ,237000
908,30,RL,60.0,8400,Pave,no,4,Bnk,4,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,3,CBlock,3,2,0,3,290.0,1,0.0,0.0,290.0,GasA,3,0,FuseF,438,0,0,0.0,0.0,1,0,1,1,2,3,8,0,0,Detchd,1,1.0,246.0,3,3,0,0,0,0,0,0,0,0,no,no,0,1,2009,WD ,60000
1490,85,RL,64.0,12102,Pave,no,4,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4,4,2,5,456.0,1,0.0,0.0,456.0,GasA,5,1,SBrkr,1033,0,0,0.0,1.0,1,0,3,1,3,6,8,0,0,BuiltIn,2,2.0,504.0,2,3,2,224,0,0,0,0,0,0,no,no,0,4,2008,WD ,165000
1465,60,RL,41.0,10905,Pave,no,2,Lvl,4,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1129.0,1129.0,GasA,5,1,SBrkr,1129,1198,0,0.0,0.0,2,1,4,1,4,9,8,1,4,BuiltIn,2,2.0,596.0,3,3,2,0,57,0,0,0,0,0,no,no,0,8,2008,WD ,240000
1627,20,RL,0.0,9556,Pave,no,3,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,0,1,0.0,1,0.0,1168.0,1168.0,GasA,4,1,SBrkr,1187,0,0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2,2.0,420.0,3,3,2,0,21,0,0,0,0,0,no,no,0,8,2007,WD ,160000
2849,190,RH,58.0,6430,Pave,no,4,Bnk,4,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,3,CBlock,3,3,3,4,780.0,1,0.0,0.0,780.0,GasA,3,0,FuseF,816,524,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1,1.0,440.0,3,3,2,0,0,0,0,0,0,0,no,no,0,7,2006,WD ,128000
1501,90,RL,65.0,6040,Pave,no,4,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,no,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,FuseP,1152,0,0,0.0,0.0,2,0,2,2,2,6,8,0,0,no,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,no,no,0,6,2008,WD ,82000
626,20,RL,80.0,14695,Pave,no,3,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,0,5,1387.0,1,0.0,175.0,1562.0,GasA,4,1,SBrkr,1567,0,0,1.0,0.0,2,0,2,1,4,5,8,2,4,Attchd,1,2.0,542.0,3,3,2,0,110,0,0,342,0,0,GdWo,no,0,7,2009,WD ,256000
722,70,RM,50.0,9000,Pave,no,4,Lvl,4,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,no,0.0,3,4,PConc,3,3,0,5,624.0,1,0.0,26.0,650.0,GasA,5,1,SBrkr,832,650,0,0.0,1.0,1,0,3,1,3,7,8,0,0,Detchd,1,2.0,324.0,3,3,2,0,0,0,0,0,0,0,no,no,0,7,2009,WD ,143000
2260,20,RL,67.0,8368,Pave,no,3,HLS,4,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,3,2.0,433.0,3,3,2,100,39,0,0,0,0,0,no,no,0,4,2007,New,231713
1639,190,RL,195.0,41600,Pave,no,3,Lvl,4,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,no,0.0,3,3,CBlock,4,3,2,5,1047.0,1,0.0,53.0,1100.0,GasW,3,1,SBrkr,1424,0,0,1.0,0.0,1,1,3,1,3,7,5,0,0,2Types,1,3.0,828.0,3,3,0,144,0,0,0,0,0,0,no,no,0,11,2007,WD ,155000
1603,20,RL,59.0,6490,Pave,no,4,Lvl,4,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,4,CBlock,3,3,0,6,534.0,1,0.0,282.0,816.0,GasA,5,1,SBrkr,816,0,0,0.0,1.0,1,0,2,1,3,4,8,0,0,Attchd,1,1.0,264.0,3,3,2,315,0,0,0,0,0,0,GdWo,no,0,4,2008,WD ,128500
1520,30,RL,60.0,7290,Pave,no,4,Lvl,4,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd_Shng,BrkFace,174.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,1228.0,1228.0,GasA,5,1,SBrkr,1424,0,0,0.0,0.0,2,0,2,1,3,7,8,1,4,Attchd,1,1.0,312.0,3,3,2,0,0,90,0,0,0,0,no,no,0,4,2008,WD ,168000
1665,60,RL,0.0,7472,Pave,no,3,Lvl,4,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,0,5,626.0,1,0.0,99.0,725.0,GasA,4,1,SBrkr,725,754,0,1.0,0.0,1,1,4,1,4,7,8,0,0,Attchd,3,2.0,484.0,3,3,2,0,32,0,0,0,0,0,no,no,0,6,2007,WD ,184000
2635,190,RL,70.0,7000,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,no,0.0,3,3,CBlock,3,3,3,5,953.0,1,0.0,72.0,1025.0,GasA,3,1,SBrkr,1025,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,no,0,0.0,0.0,0,0,2,96,80,0,0,0,0,0,no,no,0,3,2006,WD ,124000
581,20,RL,0.0,11717,Pave,no,3,Lvl,4,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1442.0,1442.0,GasA,3,1,SBrkr,1442,0,0,0.0,0.0,2,0,2,1,3,6,8,1,3,Attchd,2,2.0,615.0,3,3,2,371,0,0,0,0,0,0,no,no,0,2,2009,WD ,185000
2435,60,RL,106.0,11194,Pave,no,3,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1406.0,1406.0,GasA,5,1,SBrkr,1454,482,0,0.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,2,2.0,504.0,3,3,2,188,124,0,0,0,0,0,no,no,0,11,2006,WD ,230500
2799,60,RL,90.0,11250,Pave,no,3,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3,3,PConc,4,3,1,5,796.0,1,0.0,258.0,1054.0,GasA,5,1,SBrkr,1070,869,0,0.0,1.0,2,1,3,1,4,8,8,1,3,Attchd,2,3.0,555.0,3,3,2,128,84,0,0,0,0,0,no,no,0,5,2006,WD ,227000
883,60,RL,64.0,8633,Pave,no,4,Lvl,4,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,193.0,1,0.0,545.0,738.0,GasA,5,1,SBrkr,738,738,0,1.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,3,2.0,540.0,3,3,2,100,35,0,0,0,0,0,no,no,0,2,2009,WD ,173500
2537,85,RL,70.0,8400,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,no,0.0,3,3,CBlock,4,3,2,6,744.0,1,0.0,89.0,833.0,GasA,4,1,SBrkr,898,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,2,1.0,326.0,3,3,2,143,0,0,0,0,0,0,no,no,0,8,2006,WD ,140000
1120,20,RL,87.0,10037,Pave,no,4,Lvl,4,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,5,3,0,6,666.0,1,0.0,794.0,1460.0,GasA,5,1,SBrkr,1460,0,0,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,3,2.0,480.0,3,3,2,0,20,0,0,0,0,0,no,no,0,8,2008,WD ,247000
774,85,RL,0.0,8014,Pave,no,3,Lvl,4,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,2,6,456.0,1,0.0,0.0,456.0,GasA,3,1,SBrkr,1034,0,0,0.0,1.0,1,0,3,1,3,5,8,1,2,Basment,3,2.0,504.0,3,3,2,0,0,0,0,0,0,0,no,no,0,6,2009,WD ,149900
1447,20,RL,0.0,12250,Pave,no,3,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,1,5,781.0,1,0.0,83.0,864.0,GasA,5,1,SBrkr,1174,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1,2.0,528.0,3,3,2,211,0,280,0,0,0,0,no,no,0,5,2008,WD ,158000
104,160,FV,0.0,2403,Pave,no,3,Lvl,4,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,244.0,1,0.0,286.0,530.0,GasA,5,1,SBrkr,530,550,0,0.0,0.0,2,1,2,1,4,4,8,0,0,Attchd,2,2.0,496.0,3,3,2,0,50,0,0,0,0,0,no,no,0,6,2010,WD ,147110
